ID,ID_original,GUID,Date (GMT),URL,Post_Title,Q1,Q2,Q3_1_og,Q3_2_og,Train,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_clean,text_content,image_data_url,final_input,D2_GPT_4o_initial_labeling,D2_GPT_4o_initial_labeling_raw,D2_GPT_4o_initial_labeling_1,D2_GPT_4o_initial_labeling_2,D2_GPT_4o_initial_labeling_3,D2_GPT_4o_initial_labeling_4,D2_GPT_4o_initial_labeling_5,D2_GPT_4o_initial_labeling_6,D2_GPT_4o_initial_labeling_7,D2_GPT_4o_initial_labeling_8
1435,6652,cfcc87d9-f593-4746-8e59-2fe91a5f2de7,2018-01-13 00:11:59,http://www.breitbart.com/texas/2018/01/11/texas-ag-confirms-investigation-alleged-sanctuary-city-law-violation/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+breitbart+%28breitbart+news%29,Texas AG Confirms Investigation Into Alleged Violation of Sanctuary City Law,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Texas AG Confirms Investigation Into Alleged Violation of Sanctuary City Law,,Texas AG Confirms Investigation Into Alleged Violation of Sanctuary City Law,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1495,6893,ba62015a-813d-4cd3-8db5-efd3e05b5b15,2018-01-05 15:59:00,https://www.newsmax.com/jameswalsh/daca-diversity-ina-lottery/2018/01/05/id/835369/,Will Congress Ever Find Courage for Immigration Reform?,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",Will Congress Ever Find Courage for Immigration Reform?,,Will Congress Ever Find Courage for Immigration Reform?,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
745,3668,7d193412-09c8-4dd9-afe1-dde0d561848d,2018-01-12 17:44:09,http://www.cnn.com/2018/01/12/politics/paul-ryan-trump-shithole-reaction/index.html,"Paul Ryan says Trump's slur against African immigrants is'unfortunate, unhelpful'",1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]","Paul Ryan says Trump's slur against African immigrants is'unfortunate, unhelpful'",,"Paul Ryan says Trump's slur against African immigrants is'unfortunate, unhelpful'","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
530,2609,db6c9486-946c-47fb-962d-270bfc6dbfef,2018-01-09 21:25:13,http://dailycaller.com/2018/01/09/lawmakers-agree-to-narrow-focus-on-immigration-deal-negotiations/,Lawmakers Agree To Narrow Focus On Immigration Deal Negotiations,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",Lawmakers Agree To Narrow Focus On Immigration Deal Negotiations,,Lawmakers Agree To Narrow Focus On Immigration Deal Negotiations,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
803,3885,cd04fe30-b85d-4ace-a755-8615eba0236c,2018-01-12 19:32:38,http://www.foxnews.com/politics/2018/01/12/war-words-escalates-over-trumps-immigration-comments.html?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+foxnews%2fpolitics+%28internal+-+politics+-+text%29,War of words escalates over Trump's immigration comments,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",War of words escalates over Trump's immigration comments,,War of words escalates over Trump's immigration comments,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1227,5727,54e87832-32ff-4fd5-b7ad-c4a8e5b8df45,2018-01-09 18:34:45,https://www.yahoo.com/news/trump-suggests-2-phase-immigration-deal-dreamers-175631963--politics.html,Trump suggests 2-phase immigration deal for 'Dreamers',1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump suggests 2-phase immigration deal for 'Dreamers',,Trump suggests 2-phase immigration deal for 'Dreamers',"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1028,4909,39e8ad9c-9855-46a2-bb48-20c8bc3c415f,2018-01-12 14:57:53,http://www.nbcnews.com/news/us-news/trump-s-vulgar-remark-haiti-africa-leaves-immigrants-baffled-n837031,"Trump's vulgar remark on Haiti, Africa leaves immigrants baffled - NBC News",1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]","Trump's vulgar remark on Haiti, Africa leaves immigrants baffled - NBC News",,"Trump's vulgar remark on Haiti, Africa leaves immigrants baffled - NBC News","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,1
1848,8500,69c4e1aa-339c-4634-b97d-f0de05414f39,2018-01-05 20:17:25,http://www.breitbart.com/news/immigrant-cleared-of-san-francisco-killing-faces-us-charges/,Immigrant cleared of San Francisco killing faces US charges,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Immigrant cleared of San Francisco killing faces US charges,,Immigrant cleared of San Francisco killing faces US charges,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
1978,421,bb3b6bce-e10d-475c-96af-70f5c8af69c4,2018-02-05 04:14:33,http://www.breitbart.com/news/asian-markets-tank-after-wall-st-sell-off-rising-yields-fan-fear/,"Asian markets tank after Wall St sell-off, rising yields fan fear - Breitbart",2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","Asian markets tank after Wall St sell-off, rising yields fan fear - Breitbart",,"Asian markets tank after Wall St sell-off, rising yields fan fear - Breitbart","[1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0
1547,7160,dbe42144-5aa2-4d86-ae92-bf207bda11fc,2018-01-11 08:02:02,https://www.huffingtonpost.com/entry/immigration-7-eleven_us_5a56a322e4b08a1f624b3839?section=us_black-voices,Immigration Agents Raid Nearly 100 7-Eleven Stores Nationwide In Show Of Force,1,2,1,99,1,1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]",Immigration Agents Raid Nearly 100 7-Eleven Stores Nationwide In Show Of Force,,Immigration Agents Raid Nearly 100 7-Eleven Stores Nationwide In Show Of Force,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
1316,6084,052a18e2-26c0-445b-a1e2-cf3e2013f7b7,2018-01-08 12:55:09,http://www.latimes.com/opinion/op-ed/la-oe-stenglein-hudak-cbp-border-buildup-20180108-story.html,"Even with 5,000 new agents, it won't be easy to Make the Border Great Again",1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]","Even with 5,000 new agents, it won't be easy to Make the Border Great Again",,"Even with 5,000 new agents, it won't be easy to Make the Border Great Again","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
307,1530,ac590d96-80c3-42d8-9ddb-f6026e15aec5,2018-01-06 20:44:02,https://www.usatoday.com/story/news/politics/2018/01/06/trump-talks-kim-jong-un/1010195001/,"Trump says he &apos;absolutely&apos; would talk to Kim Jong Un, won&apos;t compromise on border wall",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","Trump says he &apos;absolutely&apos; would talk to Kim Jong Un, won&apos;t compromise on border wall",,"Trump says he &apos;absolutely&apos; would talk to Kim Jong Un, won&apos;t compromise on border wall","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1669,7745,fe7e0116-7057-4df4-9f58-7ec13605811c,2018-01-10 18:59:11,http://www.breitbart.com/big-government/2018/01/09/dhs-secretary-nielsen-in-wh-meeting-we-need-the-wall-system/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+breitbart+%28breitbart+news%29,DHS Secretary Kirstjen Nielsen in WH Meeting: ‘We Need the Wall… System’,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",DHS Secretary Kirstjen Nielsen in WH Meeting: ‘We Need the Wall… System’,,DHS Secretary Kirstjen Nielsen in WH Meeting: ‘We Need the Wall… System’,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1984,440,7db70edc-b90e-4442-a71b-727a2d3e8b49,2018-02-01 14:50:05,http://abcnews.go.com/US/wireStory/cuban-man-held-immigration-authorities-dies-custody-52765937,Cuban man held by immigration authorities dies in custody,1,1,4,99,1,0,0,0,1,0,0,0,0,"[0, 0, 0, 1, 0, 0, 0, 0]",Cuban man held by immigration authorities dies in custody,,Cuban man held by immigration authorities dies in custody,"[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,0
1569,7265,6a2b33dc-79e4-4ccc-9790-44c55b4dc978,2018-01-09 09:16:06,https://www.yahoo.com/news/m/ba39a332-94e9-3e07-84a6-726fbf787b3e/ss_thousands-in-n.j.-face.html,Thousands in N.J. face deportation should temporary protection end for Salvadorans,1,2,4,7,1,0,0,0,1,0,0,1,0,"[0, 0, 0, 1, 0, 0, 1, 0]",Thousands in N.J. face deportation should temporary protection end for Salvadorans,,Thousands in N.J. face deportation should temporary protection end for Salvadorans,"[1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0
531,2610,0fc1d4a0-7abf-46a4-90fa-6425a3d1a18a,2018-01-04 22:01:11,https://www.usatoday.com/story/news/politics/2018/01/04/how-author-michael-wolff-got-his-fly-wall-access-trump-white-house/1003673001/,How author Michael Wolff got his 'fly-on-the-wall'access to the Trump White House,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",How author Michael Wolff got his 'fly-on-the-wall'access to the Trump White House,,How author Michael Wolff got his 'fly-on-the-wall'access to the Trump White House,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
655,3241,bf5dcdfd-bdf7-4cee-a1dd-a53f5ce96a0b,2018-01-10 09:07:51,https://www.yahoo.com/news/m/eea9bf3a-251f-3a0d-b7f2-74a070527b58/ss_trump-wants-merit-based.html,Trump wants merit-based immigration for people with 'great track record',1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Trump wants merit-based immigration for people with 'great track record',,Trump wants merit-based immigration for people with 'great track record',"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1465,6775,4c155c35-61bd-455a-894e-a97ec2baf631,2018-01-04 02:20:15,http://www.breitbart.com/big-government/2018/01/03/poll-massive-support-trump-immigration-policies/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+breitbart+%28breitbart+news%29,Poll: Voters Show Massive Support for Trump Immigration Policies,1,2,8,6,1,0,0,0,0,0,1,0,1,"[0, 0, 0, 0, 0, 1, 0, 1]",Poll: Voters Show Massive Support for Trump Immigration Policies,,Poll: Voters Show Massive Support for Trump Immigration Policies,"[0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1]",0,0,0,0,0,1,0,1
234,1118,edee9ec3-d1e9-47d3-951d-c9ddf3feff57,2018-01-10 00:25:33,http://www.foxnews.com/politics/2018/01/09/trump-led-meeting-on-immigration-secured-framework-for-talks-white-house-says.html,"Trump-led meeting on immigration secured framework for talks, White House says",1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]","Trump-led meeting on immigration secured framework for talks, White House says",,"Trump-led meeting on immigration secured framework for talks, White House says","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
121,582,9f0c46f6-bba6-4b56-b0a3-22331c5b7bf8,2018-01-11 12:22:46,http://www.nbcnews.com/news/us-news/immigration-agents-raid-7-eleven-stores-nationwide-arrest-21-people-n836531,"Immigration agents raid 7-Eleven stores nationwide, arrest 21 people in biggest crackdown of Trump era - NBC News",1,1,1,99,1,1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","Immigration agents raid 7-Eleven stores nationwide, arrest 21 people in biggest crackdown of Trump era - NBC News",,"Immigration agents raid 7-Eleven stores nationwide, arrest 21 people in biggest crackdown of Trump era - NBC News","[0, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]",0,1,0,0,0,1,0,0
1352,6257,ef615e42-abb5-48d2-a46d-282f33d06942,2018-01-03 06:44:46,http://www.breitbart.com/texas/2018/01/02/charge-sanctuary-city-politicians-crime-says-acting-ice-director/,"Charge Sanctuary City Politicians With a Crime, Says Acting ICE Director",1,2,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]","Charge Sanctuary City Politicians With a Crime, Says Acting ICE Director",,"Charge Sanctuary City Politicians With a Crime, Says Acting ICE Director","[0, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]",0,1,0,0,0,1,0,0
951,4560,4d42ddd0-3425-48e8-a71a-8d81188067a0,2018-01-05 21:02:21,http://abcnews.go.com/politics/wirestory/sessions-takes-aim-judges-handling-immigration-cases-52158205,Sessions takes aim at judges' handling of immigration cases,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Sessions takes aim at judges' handling of immigration cases,,Sessions takes aim at judges' handling of immigration cases,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
618,3028,4f121229-eb0d-4aff-ad8c-8bb66af6033e,2018-01-11 16:59:30,http://www.huffingtonpost.com/entry/us-warns-tourists-mexico-travel_us_5a573d82e4b0a300f9060f59?ncid=inblnkushpmg00000009,"U.S. Warns Tourists Against Mexico Travel, Feds Threaten To Send Immigrants Back",1,2,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]","U.S. Warns Tourists Against Mexico Travel, Feds Threaten To Send Immigrants Back",,"U.S. Warns Tourists Against Mexico Travel, Feds Threaten To Send Immigrants Back","[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
1180,5562,8a2b452d-743b-4fdf-86e7-f4d0ddff1d94,2018-01-03 05:37:30,http://www.foxnews.com/politics/2018/01/02/trump-administration-would-consider-immigration-legislation-for-citizenship-homeland-chief-says.html?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+foxnews%2fpolitics+%28internal+-+politics+-+text%29,"Trump administration would consider immigration legislation for citizenship, Homeland chief says",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","Trump administration would consider immigration legislation for citizenship, Homeland chief says",,"Trump administration would consider immigration legislation for citizenship, Homeland chief says","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
308,1531,e111cea2-0458-4958-8ba0-b19f65bbab3c,2018-01-11 05:37:41,http://www.breitbart.com/video/2018/01/10/pence-theres-no-deal-daca-without-wall/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+breitbart+%28breitbart+news%29,Pence: ‘There’s No Deal on DACA Without a Wall’,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Pence: ‘There’s No Deal on DACA Without a Wall’,,Pence: ‘There’s No Deal on DACA Without a Wall’,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
136,675,0fc1ef33-c977-4b02-b354-d07a158cac6a,2018-01-06 08:27:12,https://www.pbs.org/newshour/nation/immigrant-acquitted-of-san-francisco-killing-is-sentenced-for-gun-charge,Immigrant acquitted of San Francisco killing is sentenced for gun charge | PBS NewsHour,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Immigrant acquitted of San Francisco killing is sentenced for gun charge | PBS NewsHour,,Immigrant acquitted of San Francisco killing is sentenced for gun charge | PBS NewsHour,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
555,2708,0184f6ac-18d3-4de1-b30d-bc760cc8c912,2018-01-05 10:35:56,http://www.breitbart.com/london/2018/01/05/locally-rooted-people-affected-immigration-drive-brexit/,Study: Locally-Rooted People Affected by Immigration Helped Drive Brexit,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Study: Locally-Rooted People Affected by Immigration Helped Drive Brexit,,Study: Locally-Rooted People Affected by Immigration Helped Drive Brexit,"[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,1
1676,7782,c2387d10-a75b-4c9b-b020-f697f7efb2ed,2018-01-07 00:00:00,https://www.yahoo.com/news/m/7a5c41e4-2df1-3b08-ad11-c872656b9d98/ss_at-least-8-migrants-drown.html,At least 8 migrants drown after dinghy sinks off Libya coast,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",At least 8 migrants drown after dinghy sinks off Libya coast,,At least 8 migrants drown after dinghy sinks off Libya coast,"[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,0
584,2882,66a4d708-50fa-4d04-b849-fdf7afa19bec,2018-01-10 23:24:03,http://www.chicagotribune.com/news/opinion/editorials/ct-edit-trump-immigration-deal-20180110-story.html,Editorial: Trump goes looking for an immigration deal,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Editorial: Trump goes looking for an immigration deal,,Editorial: Trump goes looking for an immigration deal,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1643,7610,dda8c2df-588a-4c90-a25a-c929a99173c1,2018-01-11 13:03:10,https://www.huffingtonpost.com/entry/immigration-7-eleven_us_5a56a322e4b08a1f624b3839?ncid=inblnkushpmg00000009,Immigration Agents Raid Nearly 100 7-Eleven Stores Nationwide In Show Of Force,1,2,1,99,1,1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]",Immigration Agents Raid Nearly 100 7-Eleven Stores Nationwide In Show Of Force,,Immigration Agents Raid Nearly 100 7-Eleven Stores Nationwide In Show Of Force,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
671,3309,af718b3f-cfa0-41b6-80c5-88c0b4092945,2018-01-06 00:02:05,https://www.huffingtonpost.com/entry/jose-ines-garcia-zarate-gun-charge_us_5a500f3be4b089e14dbadd63,Undocumented Immigrant Acquitted In Kate Steinle Shooting Gets 3 Years On Gun Charge,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Undocumented Immigrant Acquitted In Kate Steinle Shooting Gets 3 Years On Gun Charge,,Undocumented Immigrant Acquitted In Kate Steinle Shooting Gets 3 Years On Gun Charge,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
